N,Iterative,Dynamic Programming,Recursive
1924,0.484014,1.264804,-
1925,0.519239,1.356288,-
1926,0.544226,1.343392,-
1927,0.521161,1.284109,-
1928,0.567849,1.110168,-
1929,0.521781,1.074459,-
1930,0.815009,1.172272,-
1931,0.787716,1.222737,-
1932,0.757200,1.184004,-
1933,0.688261,1.182344,-
1934,0.541861,1.294918,-
1935,0.538491,1.332820,-
1936,0.515583,1.273191,-
1937,0.539309,1.221763,-
1938,0.515166,1.131326,-
1939,0.554866,1.076631,-
1940,0.722528,1.201863,-
1941,0.773428,1.273207,-
1942,0.816211,1.264880,-
1943,0.792331,1.211294,-
1944,0.832027,1.213945,-
1945,0.773872,1.268877,-
1946,0.516421,1.388713,-
1947,0.514356,1.378382,-
1948,0.521274,1.357440,-
1949,0.550947,1.330520,-
1950,0.511126,1.290036,-
1951,0.524476,1.138388,-
1952,0.577609,1.123753,-
1953,0.744771,1.241738,-
1954,0.789780,1.257151,-
1955,0.828379,1.235353,-
1956,0.857205,1.183768,-
1957,0.864327,1.261236,-
1958,0.871750,1.293375,-
1959,0.811390,1.228200,-
1960,0.833067,1.233392,-
1961,0.814459,1.333224,-
1962,0.775119,1.314433,-
1963,0.817399,1.257290,-
1964,0.871179,1.209196,-
1965,0.807066,1.281693,-
1966,0.864431,1.236783,-
1967,0.877784,1.218334,-
1968,0.818673,1.273784,-
1969,0.820866,1.380956,-
1970,0.773336,1.222878,-
1971,0.823446,1.229237,-
1972,0.814999,1.322747,-
1973,0.858065,1.290018,-
1974,0.867618,1.265162,-
1975,0.847615,1.300141,-
1976,0.850801,1.252618,-
1977,0.847838,1.248124,-
1978,0.846741,1.252132,-
1979,0.799877,1.284193,-
1980,0.816961,1.242567,-
1981,0.883905,1.237022,-
1982,0.808375,1.313407,-
1983,0.838505,1.423480,-
1984,0.580986,1.192073,-
1985,0.854120,1.257090,-
1986,0.829316,1.302120,-
1987,0.823780,1.294891,-
1988,0.885025,1.276321,-
1989,0.807172,1.344758,-
1990,0.776931,1.347766,-
1991,0.798723,1.314819,-
1992,0.848460,1.282304,-
1993,0.816983,1.263298,-
1994,0.848840,1.261464,-
1995,0.827353,1.281932,-
1996,0.839076,1.336661,-
1997,0.933830,1.275374,-
1998,0.586196,1.176970,-
1999,0.822434,1.334895,-
2000,0.816716,1.323014,-
2001,0.862206,1.264715,-
2002,0.757352,1.351201,-
2003,0.831203,1.325091,-
2004,0.883539,1.286960,-
2005,0.765098,1.320273,-
2006,0.765082,1.280584,-
2007,0.788045,1.324069,-
2008,0.837021,1.289438,-
2009,0.816214,1.312793,-
2010,0.873686,1.408587,-
2011,0.669829,1.182646,-
2012,0.583037,1.178855,-
2013,0.809971,1.347228,-
2014,0.805161,1.333635,-
2015,0.904068,1.378456,-
2016,0.561854,1.214680,-
2017,0.706117,1.425469,-
2018,0.641570,1.282191,-
2019,0.630421,1.379471,-
2020,0.556582,1.182645,-
2021,0.907400,1.291675,-
2022,0.632129,1.361367,-
2023,0.724481,1.306641,-
2024,0.558152,1.203876,-
2025,0.757421,1.297886,-
2026,0.831896,1.475388,-
2027,0.571671,1.190584,-
2028,0.767926,1.357992,-
2029,0.783345,1.283248,-
2030,0.821603,1.402185,-
2031,0.736516,1.356998,-
2032,0.696055,1.351864,-
2033,0.583912,1.276398,-
2034,0.606825,1.295082,-
2035,0.671037,1.350668,-
2036,0.569102,1.170228,-
2037,0.771733,1.335453,-
2038,0.573664,1.200035,-
2039,0.852491,1.402778,-
2040,0.572552,1.221493,-
2041,0.866536,1.400061,-
2042,0.684808,1.217768,-
2043,0.571800,1.200952,-
2044,0.890990,1.325255,-
2045,0.659662,1.356049,-
2046,0.561180,1.218056,-
2047,0.811411,1.355853,-
2048,0.609597,1.250822,-
2049,0.650356,1.439868,-
2050,0.580138,1.212822,-
2051,0.807776,1.348852,-
2052,0.585151,1.211773,-
2053,0.582854,1.211605,-
2054,0.810139,1.364780,-
2055,0.574096,1.246841,-
2056,0.804334,1.378418,-
2057,0.610063,1.215322,-
2058,0.593906,1.223647,-
2059,0.878917,1.343497,-
2060,0.581560,1.249476,-
2061,0.662052,1.259005,-
2062,0.573348,1.224395,-
2063,0.653283,1.382297,-
2064,0.580862,1.237243,-
2065,0.592084,1.281337,-
2066,0.607556,1.244859,-
2067,0.578404,1.223857,-
2068,0.906616,1.377975,-
2069,0.595497,1.233802,-
2070,0.626882,1.302318,-
2071,0.628623,1.235934,-
2072,0.599728,1.240992,-
2073,0.858009,1.365506,-
2074,0.593550,1.257064,-
2075,0.595655,1.261417,-
2076,0.605615,1.267078,-
2077,0.593983,1.249648,-
2078,0.597499,1.285389,-
2079,0.583381,1.248322,-
2080,0.598357,1.244774,-
2081,0.695969,1.399092,-
2082,0.607900,1.261737,-
2083,0.623429,1.271171,-
2084,0.612265,1.277531,-
2085,0.598913,1.284268,-
2086,0.604285,1.280268,-
2087,0.614798,1.248278,-
2088,0.621219,1.260300,-
2089,0.605255,1.264600,-
2090,0.614483,1.253975,-
2091,0.607503,1.264385,-
2092,0.616954,1.265341,-
2093,0.627143,1.256969,-
2094,0.637263,1.240370,-
2095,0.628992,1.282416,-
2096,0.601039,1.297321,-
2097,0.603658,1.258583,-
2098,0.607517,1.285193,-
2099,0.620207,1.274294,-
2100,0.605723,1.293105,-
2101,0.615263,1.291110,-
2102,0.623248,1.286346,-
2103,0.614468,1.278674,-
2104,0.615834,1.290555,-
2105,0.600683,1.301818,-
2106,0.593386,1.293816,-
2107,0.603540,1.330233,-
2108,0.630648,1.295512,-
2109,0.600677,1.292293,-
2110,0.626639,1.298291,-
2111,0.607816,1.318224,-
2112,0.623024,1.285193,-
2113,0.620354,1.288513,-
2114,0.625644,1.301780,-
2115,0.622423,1.303155,-
2116,0.632140,1.301991,-
2117,0.643206,1.316641,-
2118,0.635431,1.294179,-
2119,0.631592,1.344926,-
2120,0.630077,1.345150,-
2121,0.618152,1.318134,-
2122,0.633752,1.378181,-
2123,0.639771,1.307443,-
2124,0.635773,1.304422,-
2125,0.626494,1.336483,-
2126,0.619725,1.348152,-
2127,0.630371,1.351018,-
2128,0.624333,1.336335,-
2129,0.646859,1.381292,-
2130,0.624582,1.335624,-
2131,0.640745,1.373235,-
2132,0.637602,1.310142,-
2133,0.629928,1.439353,-
2134,0.627127,1.373932,-
2135,0.635464,1.373652,-
2136,0.612001,1.386661,-
2137,0.621094,1.328994,-
2138,0.622677,1.383308,-
2139,0.634255,1.358151,-
2140,0.638222,1.407622,-
2141,0.623380,1.379760,-
2142,0.656468,1.359308,-
2143,0.646358,1.384391,-
2144,0.677095,1.371284,-
2145,0.662185,1.378143,-
2146,0.634766,1.378115,-
2147,0.638830,1.420240,-
2148,0.646651,1.385807,-
2149,0.620578,1.409635,-
2150,0.652174,1.402865,-
2151,0.631834,1.388144,-
2152,0.638307,1.408019,-
2153,0.632369,1.379377,-
2154,0.666828,1.458305,-
2155,0.697021,1.396395,-
2156,0.637388,1.502045,-
2157,0.631711,1.445418,-
2158,0.642267,1.449245,-
2159,0.675228,1.439803,-
2160,0.652103,1.418140,-
2161,0.640190,1.400831,-
2162,0.650277,1.413121,-
2163,0.677434,1.425492,-
2164,0.658443,1.422310,-
2165,0.656743,1.473765,-
2166,0.654482,1.454457,-
2167,0.651440,1.495255,-
2168,0.652845,1.452832,-
2169,0.636850,1.504539,-
2170,0.654110,1.410750,-
2171,0.653503,1.515189,-
2172,0.651395,1.464935,-
2173,0.657368,1.492071,-
2174,0.676727,1.472307,-
2175,0.655636,1.435645,-
2176,0.696761,1.514208,-
2177,0.691059,1.433639,-
2178,0.670556,1.494723,-
2179,0.659050,1.454226,-
2180,0.642457,1.465659,-
2181,0.676309,1.473374,-
2182,0.672445,1.524599,-
2183,0.674025,1.562338,-
2184,0.660362,1.500112,-
2185,0.655806,1.443745,-
2186,0.654576,1.564596,-
2187,0.661688,1.454336,-
2188,0.672744,1.519281,-
2189,0.692114,1.472977,-
2190,0.689709,1.464760,-
2191,0.691153,1.511638,-
2192,0.719471,1.487150,-
2193,0.685113,1.491569,-
2194,0.679648,1.623133,-
2195,0.710369,1.567128,-
2196,0.699204,1.478785,-
2197,0.719933,1.514278,-
2198,0.671380,1.458409,-
2199,0.689492,1.525231,-
2200,0.679929,1.594374,-
2201,0.682713,1.529413,-
2202,0.687210,1.556427,-
2203,0.668579,1.526732,-
2204,0.722296,1.553918,-
2205,0.681970,1.544113,-
2206,0.731900,1.531453,-
2207,0.677790,1.633230,-
2208,0.747893,1.570869,-
2209,0.677279,1.630702,-
2210,0.652254,1.507666,-
2211,0.690302,1.510693,-
2212,0.687753,1.523167,-
2213,0.674882,1.590567,-
2214,0.681002,1.504263,-
2215,0.674895,1.528098,-
2216,0.719775,1.545485,-
2217,0.681880,1.506243,-
2218,0.696413,1.520834,-
2219,0.687572,1.591078,-
2220,0.690529,1.564429,-
2221,0.699956,1.575322,-
2222,0.698501,1.581830,-
2223,0.699678,1.564770,-
2224,0.697546,1.577734,-
2225,0.737375,1.645701,-
2226,0.693212,1.587443,-
2227,0.709713,1.576496,-
2228,0.697049,1.546517,-
2229,0.694405,1.577820,-
2230,0.722569,1.583333,-
2231,0.705436,1.743271,-
2232,0.700619,1.615372,-
2233,0.676377,1.610443,-
2234,0.725302,1.607502,-
2235,0.709638,1.600401,-
2236,0.707728,1.589806,-
2237,0.694650,1.584203,-
2238,0.719973,1.636506,-
2239,0.699886,1.629993,-
2240,0.713436,1.587732,-
2241,0.753174,1.599852,-
2242,0.707904,1.586114,-
2243,0.765944,1.710300,-
2244,0.726253,1.601522,-
2245,0.727751,1.716226,-
2246,0.718801,1.622960,-
2247,0.708052,1.599346,-
2248,0.706125,1.618798,-
2249,0.715306,1.641469,-
2250,0.715555,1.622298,-
2251,0.708372,1.593038,-
2252,0.721956,1.603443,-
2253,0.746003,1.621797,-
2254,0.720049,1.631435,-
2255,0.820822,1.660418,-
2256,0.727691,1.632490,-
2257,0.745840,1.679924,-
2258,0.729650,1.701568,-
2259,0.708785,1.609904,-
2260,0.762978,1.608117,-
2261,0.720295,1.686875,-
2262,0.735006,1.670570,-
2263,0.740445,1.732700,-
2264,0.702984,1.640523,-
2265,0.729738,1.700444,-
2266,0.770022,1.673733,-
2267,0.714241,1.648882,-
2268,0.744758,1.807669,-
2269,0.747671,1.697740,-
2270,0.724747,1.686169,-
2271,0.730559,1.899968,-
2272,0.725438,1.683587,-
2273,0.722765,1.714474,-
2274,0.704022,1.698170,-
2275,0.737336,1.706176,-
2276,0.768148,1.676151,-
2277,0.729689,1.713328,-
2278,0.714053,1.732941,-
2279,0.758238,1.752563,-
2280,0.739352,1.713590,-
2281,0.752989,1.706272,-
2282,0.717468,1.721584,-
2283,0.720496,1.738260,-
2284,0.746071,1.673385,-
2285,0.724324,1.687986,-
2286,0.756924,1.829165,-
2287,0.747899,1.726946,-
2288,0.733604,1.748271,-
2289,0.746858,1.829041,-
2290,0.764619,1.866429,-
2291,0.730311,1.674672,-
2292,0.747567,1.726499,-
2293,0.732735,1.672209,-
2294,0.744250,1.743694,-
2295,0.738605,1.782858,-
2296,0.760353,1.735790,-
2297,0.756905,1.748173,-
2298,0.772809,1.820920,-
2299,0.755952,1.696864,-
2300,0.734536,1.732939,-
2301,0.764404,1.973864,-
2302,0.768534,1.996014,-
2303,1.264832,1.726131,-
2304,0.750465,1.740603,-
2305,0.755759,1.731803,-
2306,0.828643,1.850120,-
2307,0.866375,1.842680,-
2308,0.739016,2.036459,-
2309,0.761817,2.143273,-
2310,1.260556,1.796609,-
2311,0.745141,1.783164,-
2312,0.774745,1.856049,-
2313,0.760909,1.824654,-
2314,0.740913,1.779973,-
2315,0.797305,2.088013,-
2316,1.063378,1.819082,-
2317,0.754701,1.993888,-
2318,0.762358,1.885357,-
2319,0.739313,1.847056,-
2320,0.755310,1.870770,-
2321,0.781065,1.919780,-
2322,0.778347,1.827783,-
2323,0.785323,1.948815,-
2324,0.755611,1.819386,-
2325,0.790315,1.834691,-
2326,0.797585,1.817859,-
2327,0.785053,1.892969,-
2328,0.763951,1.953053,-
2329,0.782979,2.108734,-
2330,1.142452,1.815035,-
2331,0.756427,1.806214,-
2332,0.801547,1.953509,-
2333,0.776194,1.977957,-
2334,0.787414,1.859600,-
2335,0.796717,2.035361,-
2336,0.766435,1.883021,-
2337,0.771667,1.882506,-
2338,0.772606,1.875806,-
2339,0.783461,1.935441,-
2340,0.787294,1.849128,-
2341,0.785092,1.865116,-
2342,0.787323,1.937444,-
2343,0.755819,1.853250,-
2344,0.781810,1.975459,-
2345,0.780815,1.844947,-
2346,0.768835,1.941764,-
2347,0.780995,1.875311,-
2348,0.760408,1.867998,-
2349,0.798544,2.143902,-
2350,0.774665,1.860994,-
2351,0.796146,1.937946,-
2352,0.804192,1.954178,-
2353,0.802127,2.181862,-
2354,1.201219,1.902253,-
2355,0.794156,1.994504,-
2356,0.783042,1.978202,-
2357,0.779834,1.931627,-
2358,0.800274,1.958651,-
2359,0.799859,2.001024,-
2360,0.784791,1.995714,-
2361,0.791065,1.987917,-
2362,0.795658,1.953577,-
2363,0.819551,2.022025,-
2364,1.190682,1.993247,-
2365,0.826081,2.191444,-
2366,0.802351,2.305630,-
2367,0.803357,2.111940,-
2368,1.020358,2.113287,-
2369,0.783136,2.244693,-
2370,0.802968,2.141203,-
2371,0.807737,2.316223,-
2372,0.814159,2.233749,-
2373,0.867517,2.263728,-
2374,0.889054,2.284229,-
2375,0.827775,2.213014,-
2376,0.827781,2.250371,-
2377,0.947271,2.195361,-
2378,1.166998,2.038055,-
2379,0.838113,2.210198,-
2380,0.833608,2.336719,-
2381,0.877018,2.211541,-
2382,0.810951,2.316870,-
2383,0.881487,2.149435,-
2384,0.833949,2.288179,-
2385,1.300366,1.993676,-
2386,0.935884,2.185874,-
2387,1.213063,2.112134,-
2388,0.809728,2.258759,-
2389,1.186333,2.112085,-
2390,0.828294,2.213207,-
2391,0.840774,2.282124,-
2392,0.878029,2.191980,-
2393,0.850717,2.359964,-
2394,0.856766,2.202956,-
2395,0.894622,2.220783,-
2396,0.825883,2.212523,-
2397,0.836248,2.309865,-
2398,0.836353,2.239721,-
2399,0.856673,2.204656,-
2400,0.828530,2.189194,-
2401,0.864360,2.322114,-
2402,0.851163,2.304248,-
2403,1.091602,2.158540,-
2404,0.852242,2.287679,-
2405,1.363363,2.072288,-
2406,0.812716,2.320185,-
2407,1.282822,2.132893,-
2408,0.851726,2.381104,-
2409,1.334502,2.161613,-
2410,0.875873,2.201679,-
2411,1.123032,2.125685,-
2412,0.856955,2.231251,-
2413,1.392652,2.137233,-
2414,0.851678,2.235349,-
2415,1.303416,2.138053,-
2416,0.854455,2.243357,-
2417,0.879796,2.307224,-
2418,0.876191,2.238895,-
2419,0.855396,2.350290,-
2420,0.853220,2.212205,-
2421,0.886902,2.413590,-
2422,0.861507,2.175382,-
2423,0.936470,2.304823,-
2424,0.870843,2.204223,-
2425,1.111376,2.150350,-
2426,0.865238,2.369255,-
2427,1.348180,2.158235,-
2428,0.844303,2.245120,-
2429,1.227117,2.143161,-
2430,1.105960,2.288588,-
2431,1.402962,2.144107,-
2432,0.830913,2.324999,-
2433,1.389156,2.109401,-
2434,0.883663,2.387496,-
2435,1.406074,2.287343,-
2436,0.878181,2.197588,-
2437,1.205754,2.139518,-
2438,0.909768,2.347775,-
2439,1.436785,2.166409,-
2440,0.901630,2.363919,-
2441,0.836755,2.289020,-
2442,1.179772,2.152760,-
2443,0.875916,2.402284,-
2444,1.332085,2.150529,-
2445,0.877362,2.302708,-
2446,1.386997,2.068692,-
2447,0.848593,2.298141,-
2448,1.354087,2.120101,-
2449,0.860995,2.248751,-
2450,1.276182,2.142421,-
2451,0.884302,2.387543,-
2452,1.381244,2.104290,-
2453,0.928720,2.332623,-
2454,1.369291,2.080276,-
2455,0.890411,2.448350,-
2456,1.281685,2.167699,-
2457,0.876659,2.322900,-
2458,1.365283,2.088795,-
2459,0.883284,2.397305,-
2460,1.362848,2.165691,-
2461,0.880676,2.375099,-
2462,1.239045,2.164370,-
2463,0.920542,2.367323,-
2464,1.488649,2.196996,-
2465,1.215743,2.188147,-
2466,0.879718,2.379864,-
2467,1.330411,2.115612,-
2468,0.879193,2.372411,-
2469,1.312192,2.259708,-
2470,0.906503,2.462938,-
2471,1.296073,2.215469,-
2472,0.894470,2.360713,-
2473,1.459530,2.204976,-
2474,0.911274,2.349066,-
2475,0.889034,2.280134,-
2476,1.093328,2.199213,-
2477,0.882242,2.399541,-
2478,1.348267,2.261829,-
2479,0.956175,2.575458,-
2480,1.045227,3.181017,-
2481,1.129935,2.760409,-
2482,1.284786,2.585873,-
2483,1.340463,2.330749,-
2484,1.207545,2.266398,-
2485,0.900246,2.492760,-
2486,1.223607,2.365012,-
2487,0.910820,2.420508,-
2488,1.309626,2.405118,-
2489,1.217244,2.268925,-
2490,0.924463,2.517810,-
2491,1.200661,2.372772,-
2492,1.212898,2.299635,-
2493,0.895427,2.520852,-
2494,1.252583,2.355352,-
2495,1.242384,2.873900,-
2496,0.935633,2.520760,-
2497,1.303760,2.479980,-
2498,1.411772,2.618402,-
2499,1.404293,2.341813,-
2500,0.943862,2.580909,-
2501,1.308206,2.296597,-
2502,1.300752,2.292266,-
2503,0.950852,2.415493,-
2504,1.270044,2.347055,-
2505,1.297085,2.260041,-
2506,0.937899,2.479371,-
2507,1.336146,2.221544,-
2508,0.952759,2.464671,-
2509,1.249736,2.350931,-
2510,1.239576,2.279512,-
2511,0.944867,2.419674,-
2512,1.248667,2.267709,-
2513,0.909997,2.474960,-
2514,1.236623,2.287259,-
2515,0.906942,2.474778,-
2516,1.349805,2.264625,-
2517,1.225069,2.316020,-
2518,0.916625,2.399581,-
2519,1.269453,2.386875,-
2520,1.243298,2.361954,-
2521,0.912389,2.450222,-
2522,1.272379,2.260535,-
2523,0.950260,2.523649,-
2524,1.309457,2.359945,-
2525,1.315603,2.271450,-
2526,0.921834,2.495106,-
2527,1.366274,2.246423,-
2528,1.281855,2.361977,-
2529,0.965463,2.451071,-
2530,1.271991,2.335843,-
2531,1.309772,2.264460,-
2532,0.930539,2.479714,-
2533,1.373493,2.310700,-
2534,1.347947,2.296081,-
2535,0.940638,2.512925,-
2536,1.355730,2.382346,-
2537,1.343929,2.233174,-
2538,0.955405,2.482431,-
2539,1.277906,2.314164,-
2540,0.950032,2.523970,-
2541,1.353603,2.400898,-
2542,1.375021,2.259631,-
2543,0.934344,2.489641,-
2544,1.338899,2.478690,-
2545,1.291942,2.249359,-
2546,0.947589,2.611985,-
2547,1.260218,2.365598,-
2548,1.447955,2.276260,-
2549,0.947385,2.509025,-
2550,1.275806,2.335131,-
2551,1.260759,2.340810,-
2552,0.930837,2.542124,-
2553,1.343469,2.296809,-
2554,1.334939,2.334243,-
2555,0.955872,2.594088,-
2556,1.193615,2.381318,-
2557,1.308886,2.303517,-
2558,0.968026,2.550137,-
2559,1.214197,2.377353,-
2560,1.320262,2.499035,-
2561,1.274098,2.306912,-
2562,0.949999,2.597504,-
2563,1.276923,2.368856,-
2564,1.318564,2.435759,-
2565,0.947705,2.809993,-
2566,1.001474,2.500532,-
2567,1.376475,2.408337,-
2568,1.347088,2.389131,-
2569,0.950546,2.606538,-
2570,1.160757,2.397125,-
2571,1.286285,2.489725,-
2572,0.994488,2.597542,-
2573,1.160610,2.447040,-
2574,1.411858,2.428263,-
2575,1.310059,2.217483,-
2576,1.003464,2.637383,-
2577,1.004978,2.624448,-
2578,1.332027,2.444135,-
2579,1.316419,2.387143,-
2580,0.963305,2.507750,-
2581,1.103285,2.387938,-
2582,1.292203,2.352778,-
2583,0.986189,2.666398,-
2584,0.976764,2.638598,-
2585,1.303994,2.372924,-
2586,1.280947,2.401892,-
2587,0.986036,2.607838,-
2588,0.988982,2.645027,-
2589,1.388571,2.401940,-
2590,1.266489,2.362408,-
2591,0.988497,2.563552,-
2592,0.998478,2.740201,-
2593,1.236967,2.351987,-
2594,1.280838,2.407834,-
2595,0.998526,2.732498,-
2596,0.992428,2.607622,-
2597,1.313942,2.474904,-
2598,1.307915,2.341909,-
2599,0.995300,2.733229,-
2600,0.982597,2.662360,-
2601,1.264622,2.403086,-
2602,1.284283,2.476498,-
2603,0.998496,2.690827,-
2604,1.023922,2.558831,-
2605,1.365611,2.574191,-
2606,1.329145,2.395901,-
2607,0.992568,2.651755,-
2608,1.024226,2.720114,-
2609,1.315718,2.473549,-
2610,1.342440,2.374257,-
2611,0.996224,2.768417,-
2612,1.004853,2.709136,-
2613,1.297560,2.477404,-
2614,1.337081,2.437274,-
2615,1.008498,2.829245,-
2616,1.184369,2.692353,-
2617,1.395505,2.491463,-
2618,1.379512,2.476801,-
2619,1.011742,2.756930,-
2620,1.013578,2.658468,-
2621,1.381587,2.558263,-
2622,1.343842,2.466620,-
2623,1.030151,2.709773,-
2624,1.012221,2.755354,-
2625,1.363756,2.534438,-
2626,1.391002,2.534184,-
2627,0.995341,2.763528,-
2628,1.059351,2.707131,-
2629,1.400764,2.544251,-
2630,1.435375,2.534240,-
2631,1.386503,2.413950,-
2632,1.033005,2.803061,-
2633,1.014855,2.686183,-
2634,1.399628,2.536988,-
2635,1.362068,2.570984,-
2636,1.022105,2.829620,-
2637,1.026981,2.731844,-
2638,1.009152,2.620511,-
2639,1.372309,2.695527,-
2640,1.434141,2.508595,-
2641,1.363679,2.564279,-
2642,1.040177,2.647324,-
2643,1.023456,2.709094,-
2644,1.318172,2.640176,-
2645,1.451836,2.463964,-
2646,1.388835,2.565938,-
2647,1.023365,2.893390,-
2648,1.056682,2.760244,-
2649,1.431018,2.553216,-
2650,1.425882,2.553163,-
2651,1.430829,2.715281,-
2652,1.390689,2.451231,-
2653,1.041123,2.877404,-
2654,1.044055,2.861237,-
2655,1.041694,2.743183,-
2656,1.427528,2.604255,-
2657,1.511091,2.566648,-
2658,1.470712,2.632813,-
2659,1.430021,2.503786,-
2660,1.344055,2.570332,-
2661,1.539962,2.506319,-
2662,1.039724,2.806914,-
2663,1.444640,2.551685,-
2664,1.387763,2.659681,-
2665,1.438258,2.704244,-
2666,1.411466,2.526955,-
2667,1.046425,2.784458,-
2668,1.063582,2.847957,-
2669,1.087555,2.670387,-
2670,1.404094,2.539634,-
2671,1.377285,2.622203,-
2672,1.361536,2.586556,-
2673,1.311677,2.485340,-
2674,1.046606,2.829513,-
2675,1.043434,2.755714,-
2676,1.190368,2.538346,-
2677,1.403917,2.554143,-
2678,1.398063,2.512954,-
2679,1.321216,2.702365,-
2680,1.378963,2.591638,-
2681,1.344270,2.611142,-
2682,1.384579,2.815652,-
2683,1.385916,2.551297,-
2684,1.066384,2.804071,-
2685,1.048867,2.747297,-
2686,1.418656,2.592287,-
2687,1.444652,2.685737,-
2688,1.436088,2.607503,-
2689,1.515145,2.539291,-
2690,1.496030,2.619318,-
2691,1.485222,2.637936,-
2692,1.425395,2.678080,-
2693,1.431442,2.628992,-
2694,1.429722,2.671672,-
2695,1.462068,2.738701,-
2696,1.354973,2.559884,-
2697,1.064320,2.822594,-
2698,1.063059,2.831896,-
2699,1.398902,2.647494,-
2700,1.223863,2.785747,-
2701,1.081133,2.851693,-
2702,1.474328,2.811215,-
2703,1.465519,2.622363,-
2704,1.488596,2.776019,-
2705,1.543778,2.617962,-
2706,1.424395,2.709137,-
2707,1.647896,2.697646,-
2708,1.455014,2.776487,-
2709,1.448897,2.747279,-
2710,1.512015,2.653560,-
2711,1.440146,2.722544,-
2712,1.603002,2.658797,-
2713,1.540761,2.728228,-
2714,1.488332,2.669062,-
2715,1.468722,2.670136,-
2716,1.461718,2.816761,-
2717,1.548386,2.649867,-
2718,1.499076,2.763772,-
2719,1.448731,2.662127,-
2720,1.496948,2.701333,-
2721,1.584585,2.674119,-
2722,1.513057,2.759039,-
2723,1.527728,2.751482,-
2724,1.462283,2.681782,-
2725,1.566951,2.743163,-
2726,1.519004,2.676783,-
2727,1.511139,2.815783,-
2728,1.470156,2.791489,-
2729,1.543013,2.756228,-
2730,1.460621,2.743126,-
2731,1.496851,2.680434,-
2732,1.551306,2.728307,-
2733,1.450414,2.925538,-
2734,1.536285,2.770603,-
2735,1.498273,2.870020,-
2736,1.289241,2.894503,-
2737,1.147498,2.955595,-
2738,1.127814,2.891354,-
2739,1.193333,3.080878,-
2740,1.120907,2.921499,-
2741,1.119642,2.903493,-
2742,1.425996,2.716963,-
2743,1.413796,2.715772,-
2744,1.447138,2.691327,-
2745,1.467872,2.733584,-
2746,1.608538,2.771776,-
2747,1.455732,2.741842,-
2748,1.532882,2.718038,-
2749,1.566345,2.750692,-
2750,1.529103,2.872641,-
2751,1.463535,2.793797,-
2752,1.505433,2.909525,-
2753,1.377558,2.845171,-
2754,1.146210,2.929209,-
2755,1.333971,2.813152,-
2756,1.149970,2.940375,-
2757,1.150614,2.856817,-
2758,1.452019,2.758518,-
2759,1.597153,2.777875,-
2760,1.529199,2.914075,-
2761,1.143061,2.990727,-
2762,1.115407,2.986574,-
2763,1.121170,2.927319,-
2764,1.179475,3.058817,-
2765,1.168918,3.050906,-
2766,1.147552,3.067431,-
2767,1.203710,2.950561,-
2768,1.137224,2.957494,-
2769,1.145429,3.053045,-
2770,1.126899,3.126126,-
2771,1.140599,3.026453,-
2772,1.181003,2.972829,-
2773,1.134787,3.177003,-
2774,1.223483,3.039375,-
2775,1.169397,3.056122,-
2776,1.157017,3.045552,-
2777,1.158715,3.056374,-
2778,1.127622,3.066367,-
2779,1.151412,3.004512,-
2780,1.121952,3.132090,-
2781,1.163232,3.046336,-
2782,1.126925,3.078718,-
2783,1.146362,3.061190,-
2784,1.187667,3.056466,-
2785,1.175884,3.263339,-
2786,1.181705,2.963660,-
2787,1.168254,3.095649,-
2788,1.177310,2.998057,-
2789,1.166347,3.108077,-
2790,1.162519,3.111956,-
2791,1.157183,3.049872,-
2792,1.157418,3.041008,-
2793,1.161476,3.082440,-
2794,1.141819,3.176871,-
2795,1.170041,3.155713,-
2796,1.195817,3.024764,-
2797,1.166563,3.088097,-
2798,1.169163,3.014789,-
2799,1.211809,3.102075,-
2800,1.191128,3.008208,-
2801,1.155579,3.220319,-
2802,1.162411,3.141917,-
2803,1.147616,3.100425,-
2804,1.167312,3.118148,-
2805,1.161739,3.139194,-
2806,1.182849,3.032878,-
2807,1.151399,3.097115,-
2808,1.193929,3.082787,-
2809,1.195543,3.108762,-
2810,1.212915,3.107694,-
2811,1.200817,3.112928,-
2812,1.177653,3.145224,-
2813,1.186717,3.125999,-
2814,1.196111,3.212394,-
2815,1.192793,3.097364,-
2816,1.172465,3.145604,-
2817,1.163495,3.202658,-
2818,1.180864,3.138979,-
2819,1.254046,3.096391,-
2820,1.179309,3.320927,-
2821,1.178134,3.146177,-
2822,1.174386,3.205674,-
2823,1.235529,3.142753,-
2824,1.171691,3.115341,-
2825,1.230275,3.224224,-
2826,1.224789,3.200059,-
2827,1.193526,3.128101,-
2828,1.192145,3.197585,-
2829,1.177693,3.222576,-
2830,1.207853,3.293425,-
2831,1.191343,3.194903,-
2832,1.158216,3.134654,-
2833,1.231882,3.334192,-
2834,1.189598,3.251466,-
2835,1.228120,3.176931,-
2836,1.204474,3.248467,-
2837,1.233657,3.184593,-
2838,1.208358,3.197652,-
2839,1.166819,3.360165,-
2840,1.204425,3.219045,-
2841,1.204619,3.147699,-
2842,1.192466,3.206444,-
2843,1.216157,3.287796,-
2844,1.275988,3.263002,-
2845,1.207973,3.225456,-
2846,1.238980,3.215804,-
2847,1.194655,3.281772,-
2848,1.209518,3.247517,-
2849,1.235709,3.356161,-
2850,1.259861,3.162312,-
2851,1.217041,3.253991,-
2852,1.234897,3.240526,-
2853,1.221083,3.359492,-
2854,1.206991,3.278240,-
